,Unnamed: 0,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_sigma5d_max,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,radial_velocity,radial_velocity_error,l,b,fidelity_v2,X,Y,Z,v_a_lsr,v_d_lsr,U,V,W,mag_abs_g,bp_rp,g_rp,region,cluster_label_group_0,cluster_label_group_1,cluster_label_group_2,cluster_label_group_3,cluster_label_group_4,cluster_label_group_5,cluster_label_group_6,cluster_label_group_7,cluster_label_group_8,cluster_label_group_9
163865,163865,3322827665031123456,88.09612743075324,0.062083226,6.92350966293581,0.052044135,2.67283003688917,0.075544395,5.7484064,-3.98447412731416,0.08221617,-4.143445727835835,0.069361106,0.090380676,-0.005696139,-0.26975948,0.09848309,-0.19284944,0.16363415,-0.5821336,0.110383525,0.24534401,-0.1381418,0.11892851,1.021178,2763.696560561448,3.081866,17.083641,375.013905793735,9.345524,18.903423,3797.40867692216,17.000103,15.799177,,,199.8744638158427,-9.797894890288203,1.0,-346.71961383663603,-125.3360372324094,-63.66781686907845,-6.766139645624124,1.6784773616425406,,,,9.218497715989947,3.104246,1.2844639999999998,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163888,163888,3322839076762103552,87.94938577142338,0.048705734,6.941164089614353,0.041295364,4.116987166188171,0.05709722,5.835967,-3.091721656176874,0.065014794,-4.949724262184194,0.055097982,-0.07415961,0.0017849377,-0.3106738,0.20155272,-0.16648622,0.25350016,-0.5905334,0.07298434,0.16234922,-0.27068016,0.09912446,0.95425695,3794.6897744804746,5.540961,16.739426,564.9712140171713,11.630149,18.458477,5087.607214630246,19.752317,15.481611,,,199.7867612274092,-9.916489933880865,1.0,-225.14057859503384,-80.99686305731348,-41.829756431655554,-3.301807491727973,3.332778765023129,,,,9.812323565905157,2.976866,1.2578150000000026,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
163957,163957,3322863094219004672,88.41646721402961,0.074907795,7.228010871541944,0.073602945,3.1272246359966283,0.100501195,4.7691383,-2.2234180682526854,0.083864465,-4.219134328640548,0.07036141,-0.40797418,0.2748601,0.06393325,0.14486496,-0.5899354,-0.07768462,-0.45101076,0.14660805,0.4185453,-0.16951151,0.119806856,0.9068033,2695.4527038595343,5.890227,17.110788,439.78330135636406,15.324514,18.730446,3532.3653848184395,19.451015,15.877731,,,199.761729475399,-9.37195520850888,1.0,-296.92298832873007,-106.6749066151748,-52.072690448186464,-2.977005805048906,2.7141785645735226,,,,9.586583393854209,2.852715,1.2330569999999987,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163965,163965,3322863987572200448,88.38584508684767,0.11958105,7.258719738226349,0.11910301,2.9894843709358128,0.16447718,4.9444766,-2.594811688966468,0.13209608,-4.208895210276951,0.110126466,-0.41547808,0.30768028,0.10162466,0.12969674,-0.6176272,-0.12438817,-0.43373147,0.1797374,0.41794986,-0.15441984,0.1913192,1.1281172,1558.8992482197334,3.1975408,17.705322,184.23000184928284,10.846498,19.67514,2263.2973770379167,13.2009945,16.361042,,,199.71955239538943,-9.383538239611177,1.0,-310.67538015772186,-111.35755229204727,-54.53865630943527,-3.730090224030424,2.444105517680863,,,,10.08330343632378,3.3140979999999978,1.3442799999999977,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163968,163968,3322864910988067072,88.07459163187566,0.2623136,7.052207515034719,0.22703657,3.817974198112336,0.3080573,5.9386153,-4.877712283272576,0.39605734,-3.387488164956771,0.32285106,-0.29482576,-0.29530054,-0.3981217,0.36043772,-0.007390186,0.45036468,-0.6233598,0.26303965,-0.023616418,-0.59170544,0.6613393,1.0235395,357.9729625073815,1.0963917,19.302742,36.668866445696175,4.153388,21.4278,483.5048978981748,10.303033,18.036894,,,199.7498537122056,-9.753848871222464,0.9824219,-242.94869216211617,-87.22682135309083,-44.37318300771791,-5.761866548255443,4.85630569530901,,,,12.211906945517024,3.390906000000001,1.2658479999999983,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
163977,163977,3322867217387712000,88.17795400848465,0.049116317,7.128152972107138,0.03945316,3.211619016229146,0.056487113,5.2505627,-2.9385499139098195,0.07421109,-4.351244850557444,0.050526228,-0.03344806,-0.14340363,-0.2946862,0.12826376,-0.25114456,0.2507355,-0.6165179,0.020555628,0.19038191,-0.31594416,0.10863401,1.0824703,5099.44542721783,3.5201902,16.41856,805.6242551176597,8.874155,18.073212,6816.428425990986,21.297884,15.164003,,,199.733295428742,-9.62726959626277,1.0,-288.95646486831924,-103.65091017056986,-52.07279108225447,-4.013077750338932,2.6602768878093874,,,,8.952180103701142,2.9092090000000024,1.254557,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164013,164013,3322882301312729984,88.22510232418757,0.1285341,7.455777140694057,0.114105396,2.962967911741206,0.15177803,3.548862,-0.9569900885451628,0.13858873,-3.4173953210048205,0.10588572,-0.33867097,0.23794419,-0.063881025,0.121623985,-0.44108224,0.04131081,-0.49655053,-0.07180075,0.25733227,-0.17004131,0.19891798,1.2168422,1509.342271451614,2.3998976,17.740398,278.4804242915154,8.388886,19.226555,1843.660665116369,10.265816,16.583693,,,199.46638077151505,-9.42668782873066,1.0,-313.90993838513134,-110.95412928338456,-55.27749346380742,-1.1931066239388215,3.704316006328409,,,,10.099032740982455,2.642862000000001,1.1567049999999988,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
164027,164027,3322886836798108288,87.62098477834815,0.104784,7.092345933089966,0.09421688,2.701483021697748,0.14113663,3.5169866,-1.9524763679357584,0.13867801,-2.9252402744362143,0.11429256,-0.04209594,-0.10896887,-0.2997752,0.2473491,-0.38971028,0.2974945,-0.6546699,0.16338605,0.3753509,-0.23470952,0.2101859,1.0564706,1358.6476433154858,1.6413099,17.854599,246.8954055834398,8.396169,19.35726,1709.3712245431286,10.215137,16.665804,,,199.4911618025904,-10.127110364599163,1.0,-343.51719696282026,-121.58622796817642,-65.0873970504405,-3.2631349375971195,3.940314692315941,,,,10.01261021213167,2.6914559999999987,1.188794999999999,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
164069,164069,3322899064568562432,87.66796342732812,0.056380063,7.252252064964826,0.04628657,3.6936286613297487,0.06867988,6.8104234,-6.297525743409556,0.07513067,-2.5928821901755,0.059030943,0.029634064,0.054885283,-0.22710454,0.19460176,-0.13071911,0.2789085,-0.607341,0.13935734,0.22507952,-0.19154185,0.10978226,1.0534512,3511.005138197798,2.778307,16.823788,744.0624588038098,8.355329,18.15952,4211.659718429337,9.56026,15.686762,,,199.3726612164205,-10.008243644014971,1.0,-251.5210496889781,-88.43969832636989,-47.0512451726764,-7.905746575809439,5.789148080011401,,,,9.661054157684369,2.4727580000000007,1.1370260000000003,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
164093,164093,3322909892182512512,87.56760405685256,0.032213908,7.276656176418442,0.02663391,3.4571714768735995,0.038371403,4.4451714,-0.7948088106399105,0.042410348,-4.373537095018627,0.034154285,0.11308301,-0.065095074,-0.3206344,0.09396095,-0.20579942,0.1922627,-0.63866484,0.015119751,0.2107725,-0.12264144,0.06123022,1.0882478,8159.354455373429,3.0941114,15.908227,2207.603663065105,11.025938,16.978739,8862.83890207164,11.260812,14.878963,,,199.3015667468527,-10.08311611104333,1.0,-268.77892856099874,-94.13332425217872,-50.64156225008513,-0.9423001984438252,3.1265776126079583,,,,8.6018316061486,2.0997760000000003,1.0292639999999995,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
164136,164136,3322930336224462720,88.16797442871658,0.01833971,7.494989331381503,0.016940303,3.0003663066608874,0.0234138,5.025859,-2.724129554853384,0.02314555,-4.223550155752315,0.018476907,0.17434137,-0.052110482,-0.36308748,-0.12675449,-0.5294994,-0.12416267,-0.72221196,0.03218199,0.4873809,0.11194843,0.03402068,1.1001467,133614.64209962185,712.04034,12.872732,132003.06444570087,4895.2925,12.537082,197304.84018599105,4766.8213,11.510051,19.934643,5.2841377,199.4036625002892,-9.45699011125104,1.0,-310.0896547301398,-109.22212171397842,-54.76236308688631,-3.98258432086834,2.509443965743232,-16.22305775373492,-9.661240243386985,-10.193976410641076,5.258603399014952,1.0270309999999991,1.3626809999999985,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164137,164137,3322930336226972800,88.16786119627545,0.020858228,7.495282401094298,0.01784231,3.034396306839122,0.025791733,4.8940344,-2.2119687300496658,0.026188238,-4.365634586171265,0.019731916,-0.01009962,0.12307575,-0.24668919,0.06307695,-0.41404933,0.05415305,-0.6308893,-0.08007745,0.3755031,-0.060398422,0.037013505,1.4308685,151240.04332662138,287.80545,12.7382,117833.72887929608,2491.0798,12.660368,178358.13080856646,3728.1267,11.619663,35.087955,5.1585755,199.4033476402957,-9.45694502427574,1.0,-306.61271001305937,-107.9955519888802,-54.14796099214159,-3.1342279252744016,2.362389478909533,-30.244894838342013,-15.175150338900355,-12.024232383738036,5.148561505578261,1.0407050000000009,1.1185370000000017,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164176,164176,3322945007834943488,87.93249641210922,0.111227855,7.559748456714748,0.09074632,2.933328107059699,0.14735958,6.925505,-1.7084063979951671,0.1570617,-6.711480476935538,0.12596832,-0.08841738,-0.036828812,-0.100714296,0.14081906,-0.26962665,0.2599614,-0.53313184,0.0061725257,0.37424943,-0.32330602,0.23595972,1.0139196,1322.811736873197,2.1968148,17.883621,240.42564297519723,17.043873,19.38609,1666.508683493565,9.57176,16.693377,,,199.23069965758424,-9.629031399076334,1.0,-317.35200314427163,-110.70439325150156,-57.023379519672375,-2.5076708926212947,-1.6460349202055655,,,,10.220424218271017,2.6927129999999977,1.190244,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
164197,164197,3322950264874908928,87.82791712721169,0.15066709,7.671032751440324,0.11704618,4.402616405971863,0.17513181,7.262588,-3.8750008486237513,0.1987756,-6.142438945793397,0.14926597,0.027281774,-0.021636453,-0.24987748,0.11312639,-0.22616184,0.1529878,-0.52901167,-0.13354132,0.17895041,-0.13962668,0.28409138,1.012293,876.9607553015426,1.632372,18.329916,72.9954930177357,11.2344675,20.680302,1355.4321469866502,17.555302,16.917702,,,199.0808051389216,-9.664969377183638,1.0,-211.6115718061096,-73.19771675898194,-38.13338082881012,-3.9494204608485473,2.616582340493409,,,,11.548470238077776,3.7626000000000026,1.4122140000000023,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
164266,164266,3322971529257484928,88.36796900511321,0.12160073,7.380539625390006,0.10967364,3.0237292992381883,0.1452648,5.1692424,-2.627697509028899,0.13444744,-4.45154703513014,0.11318401,-0.355785,0.23096794,0.032574207,0.11095499,-0.44753727,-0.014626318,-0.34402856,0.123523474,0.2891915,-0.2359546,0.19568072,1.0083749,1140.286867458054,2.0225139,18.044832,126.39157009183552,12.067347,20.084248,1667.5973790365156,12.219057,16.692667,,,199.60297291725908,-9.339682928152993,1.0,-307.4190254716634,-109.48500060515929,-53.67121831802389,-3.7402244213317135,2.1723640019625567,,,,10.44754654077709,3.391580999999998,1.3521649999999994,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
